Source,Destination,Item name,Extension,Item size,Content type,Status,Result category,Message,Error code,Source item ID,Destination item ID,Package number,Migration job ID,Incremental round,Task ID,Device name
\\DEMO-SRV01\FileServer\05_Commun\Evenements\Seminaire_2025_Annecy\IMG_4010.jpg,https://m365x71797824.sharepoint.com/sites/MigrationFileServer/Commun/Evenements/Seminaire_2025_Annecy/IMG_4010.jpg,IMG_4010.jpg,jpg,109410,Document,Migrated,MIGRATED,,,SRC-81531545,1f1ab658-9a0b-c130-693d-e14832d3fd03,1,5a6a4821-1b4b-76d5-9a66-92d490a0aad5,1,6b0d549b-6f03-675a-1600-a35a099950d8,DEMO-SRV01
\\DEMO-SRV01\FileServer\05_Commun\Evenements\Seminaire_2025_Annecy\IMG_4011.jpg,https://m365x71797824.sharepoint.com/sites/MigrationFileServer/Commun/Evenements/Seminaire_2025_Annecy/IMG_4011.jpg,IMG_4011.jpg,jpg,308289,Document,Migrated,MIGRATED,,,SRC-72925154,c26e5270-84b7-6cbd-2822-22102535ea0c,1,5a6a4821-1b4b-76d5-9a66-92d490a0aad5,1,6b0d549b-6f03-675a-1600-a35a099950d8,DEMO-SRV01
\\DEMO-SRV01\FileServer\05_Commun\Evenements\Seminaire_2025_Annecy\IMG_4012.jpg,https://m365x71797824.sharepoint.com/sites/MigrationFileServer/Commun/Evenements/Seminaire_2025_Annecy/IMG_4012.jpg,IMG_4012.jpg,jpg,110274,Document,Migrated,MIGRATED,,,SRC-78028264,19a06408-076e-c848-1b4d-294b826dcfa8,1,5a6a4821-1b4b-76d5-9a66-92d490a0aad5,1,6b0d549b-6f03-675a-1600-a35a099950d8,DEMO-SRV01
\\DEMO-SRV01\FileServer\05_Commun\Evenements\Seminaire_2025_Annecy\IMG_4013.jpg,https://m365x71797824.sharepoint.com/sites/MigrationFileServer/Commun/Evenements/Seminaire_2025_Annecy/IMG_4013.jpg,IMG_4013.jpg,jpg,196961,Document,Migrated,MIGRATED,,,SRC-29007217,85c23dcf-f2a5-65ea-2ba8-3bac137d42bc,1,5a6a4821-1b4b-76d5-9a66-92d490a0aad5,1,6b0d549b-6f03-675a-1600-a35a099950d8,DEMO-SRV01
\\DEMO-SRV01\FileServer\05_Commun\Evenements\Seminaire_2025_Annecy\IMG_4014.jpg,https://m365x71797824.sharepoint.com/sites/MigrationFileServer/Commun/Evenements/Seminaire_2025_Annecy/IMG_4014.jpg,IMG_4014.jpg,jpg,109833,Document,Migrated,MIGRATED,,,SRC-79128686,9cedd8ab-77af-3bd4-d2b9-5b817d8c9a18,1,5a6a4821-1b4b-76d5-9a66-92d490a0aad5,1,6b0d549b-6f03-675a-1600-a35a099950d8,DEMO-SRV01
\\DEMO-SRV01\FileServer\05_Commun\Evenements\Seminaire_2025_Annecy\IMG_4015.jpg,https://m365x71797824.sharepoint.com/sites/MigrationFileServer/Commun/Evenements/Seminaire_2025_Annecy/IMG_4015.jpg,IMG_4015.jpg,jpg,195564,Document,Migrated,MIGRATED,,,SRC-42732447,0fe6c899-cce0-53f6-ce7d-57936e3d3278,1,5a6a4821-1b4b-76d5-9a66-92d490a0aad5,1,6b0d549b-6f03-675a-1600-a35a099950d8,DEMO-SRV01
\\DEMO-SRV01\FileServer\05_Commun\Evenements\Seminaire_2025_Annecy\IMG_4016.jpg,https://m365x71797824.sharepoint.com/sites/MigrationFileServer/Commun/Evenements/Seminaire_2025_Annecy/IMG_4016.jpg,IMG_4016.jpg,jpg,196736,Document,Migrated,MIGRATED,,,SRC-77369962,c544cb7d-af3f-a022-0332-a06aa66cf88b,1,5a6a4821-1b4b-76d5-9a66-92d490a0aad5,1,6b0d549b-6f03-675a-1600-a35a099950d8,DEMO-SRV01
\\DEMO-SRV01\FileServer\05_Commun\Evenements\Seminaire_2025_Annecy\IMG_4017.jpg,https://m365x71797824.sharepoint.com/sites/MigrationFileServer/Commun/Evenements/Seminaire_2025_Annecy/IMG_4017.jpg,IMG_4017.jpg,jpg,110785,Document,Migrated,MIGRATED,,,SRC-55112488,b7283ccb-24d8-68cb-52a4-7582942f0c8a,1,5a6a4821-1b4b-76d5-9a66-92d490a0aad5,1,6b0d549b-6f03-675a-1600-a35a099950d8,DEMO-SRV01
\\DEMO-SRV01\FileServer\05_Commun\Evenements\Seminaire_2025_Annecy\Thumbs.db,https://m365x71797824.sharepoint.com/sites/MigrationFileServer/Commun/Evenements/Seminaire_2025_Annecy/Thumbs.db,Thumbs.db,db,1048576,Document,Migrated,MIGRATED,,,SRC-18908064,2b5ec1ce-4683-beba-5a95-92b13cfecc85,1,5a6a4821-1b4b-76d5-9a66-92d490a0aad5,1,6b0d549b-6f03-675a-1600-a35a099950d8,DEMO-SRV01
\\DEMO-SRV01\FileServer\05_Commun\Evenements\Seminaire_2025_Annecy\Video_teaser.mp4,https://m365x71797824.sharepoint.com/sites/MigrationFileServer/Commun/Evenements/Seminaire_2025_Annecy/Video_teaser.mp4,Video_teaser.mp4,mp4,26214400,Document,Migrated,MIGRATED,,,SRC-9483711,1975ee17-a0f2-5e4b-4440-8e61086b8152,1,5a6a4821-1b4b-76d5-9a66-92d490a0aad5,1,6b0d549b-6f03-675a-1600-a35a099950d8,DEMO-SRV01
\\DEMO-SRV01\FileServer\05_Commun\Evenements\Soiree_fin_annee_2025\IMG_4000.jpg,https://m365x71797824.sharepoint.com/sites/MigrationFileServer/Commun/Evenements/Soiree_fin_annee_2025/IMG_4000.jpg,IMG_4000.jpg,jpg,110809,Document,Migrated,MIGRATED,,,SRC-16745767,950ee291-f29c-7dd6-e763-0c32dbfce1c0,1,5a6a4821-1b4b-76d5-9a66-92d490a0aad5,1,6b0d549b-6f03-675a-1600-a35a099950d8,DEMO-SRV01
\\DEMO-SRV01\FileServer\05_Commun\Evenements\Soiree_fin_annee_2025\IMG_4001.jpg,https://m365x71797824.sharepoint.com/sites/MigrationFileServer/Commun/Evenements/Soiree_fin_annee_2025/IMG_4001.jpg,IMG_4001.jpg,jpg,305771,Document,Migrated,MIGRATED,,,SRC-47518551,73289c32-3110-2878-5951-16e110223eca,1,5a6a4821-1b4b-76d5-9a66-92d490a0aad5,1,6b0d549b-6f03-675a-1600-a35a099950d8,DEMO-SRV01
\\DEMO-SRV01\FileServer\05_Commun\Evenements\Soiree_fin_annee_2025\IMG_4002.jpg,https://m365x71797824.sharepoint.com/sites/MigrationFileServer/Commun/Evenements/Soiree_fin_annee_2025/IMG_4002.jpg,IMG_4002.jpg,jpg,109273,Document,Migrated,MIGRATED,,,SRC-74158750,0dff6f5d-0501-1ece-62ba-641a9fbea640,1,5a6a4821-1b4b-76d5-9a66-92d490a0aad5,1,6b0d549b-6f03-675a-1600-a35a099950d8,DEMO-SRV01
\\DEMO-SRV01\FileServer\05_Commun\Evenements\Soiree_fin_annee_2025\IMG_4003.jpg,https://m365x71797824.sharepoint.com/sites/MigrationFileServer/Commun/Evenements/Soiree_fin_annee_2025/IMG_4003.jpg,IMG_4003.jpg,jpg,110222,Document,Migrated,MIGRATED,,,SRC-4855091,95295835-655f-cf16-e3fa-79a938550f64,1,5a6a4821-1b4b-76d5-9a66-92d490a0aad5,1,6b0d549b-6f03-675a-1600-a35a099950d8,DEMO-SRV01
\\DEMO-SRV01\FileServer\05_Commun\Evenements\Soiree_fin_annee_2025\IMG_4004.jpg,https://m365x71797824.sharepoint.com/sites/MigrationFileServer/Commun/Evenements/Soiree_fin_annee_2025/IMG_4004.jpg,IMG_4004.jpg,jpg,308177,Document,Migrated,MIGRATED,,,SRC-70660262,708c5162-0b3e-93e1-f5a9-2f83c3992a90,1,5a6a4821-1b4b-76d5-9a66-92d490a0aad5,1,6b0d549b-6f03-675a-1600-a35a099950d8,DEMO-SRV01
\\DEMO-SRV01\FileServer\05_Commun\Evenements\Soiree_fin_annee_2025\IMG_4005.jpg,https://m365x71797824.sharepoint.com/sites/MigrationFileServer/Commun/Evenements/Soiree_fin_annee_2025/IMG_4005.jpg,IMG_4005.jpg,jpg,306696,Document,Migrated,MIGRATED,,,SRC-48975907,3fd40dd8-3d00-bdf7-9ec3-fd060df93e22,1,5a6a4821-1b4b-76d5-9a66-92d490a0aad5,1,6b0d549b-6f03-675a-1600-a35a099950d8,DEMO-SRV01
\\DEMO-SRV01\FileServer\05_Commun\Evenements\Soiree_fin_annee_2025\IMG_4006.jpg,https://m365x71797824.sharepoint.com/sites/MigrationFileServer/Commun/Evenements/Soiree_fin_annee_2025/IMG_4006.jpg,IMG_4006.jpg,jpg,109753,Document,Migrated,MIGRATED,,,SRC-99664658,ee4a6e55-28ce-935c-0b42-312f390ff0f4,1,5a6a4821-1b4b-76d5-9a66-92d490a0aad5,1,6b0d549b-6f03-675a-1600-a35a099950d8,DEMO-SRV01
\\DEMO-SRV01\FileServer\05_Commun\Evenements\Soiree_fin_annee_2025\IMG_4007.jpg,https://m365x71797824.sharepoint.com/sites/MigrationFileServer/Commun/Evenements/Soiree_fin_annee_2025/IMG_4007.jpg,IMG_4007.jpg,jpg,109515,Document,Migrated,MIGRATED,,,SRC-35936241,50964e95-2c6c-8a0c-dace-a33c964573f5,1,5a6a4821-1b4b-76d5-9a66-92d490a0aad5,1,6b0d549b-6f03-675a-1600-a35a099950d8,DEMO-SRV01
\\DEMO-SRV01\FileServer\05_Commun\Evenements\Soiree_fin_annee_2025\IMG_4008.jpg,https://m365x71797824.sharepoint.com/sites/MigrationFileServer/Commun/Evenements/Soiree_fin_annee_2025/IMG_4008.jpg,IMG_4008.jpg,jpg,194873,Document,Migrated,MIGRATED,,,SRC-741419,d0debe09-ddf2-d709-e61c-32c00193ebab,1,5a6a4821-1b4b-76d5-9a66-92d490a0aad5,1,6b0d549b-6f03-675a-1600-a35a099950d8,DEMO-SRV01
\\DEMO-SRV01\FileServer\05_Commun\Evenements\Soiree_fin_annee_2025\IMG_4009.jpg,https://m365x71797824.sharepoint.com/sites/MigrationFileServer/Commun/Evenements/Soiree_fin_annee_2025/IMG_4009.jpg,IMG_4009.jpg,jpg,196219,Document,Migrated,MIGRATED,,,SRC-86935029,9a40e1eb-6b1a-b7b4-4dbd-bf127497ef39,1,5a6a4821-1b4b-76d5-9a66-92d490a0aad5,1,6b0d549b-6f03-675a-1600-a35a099950d8,DEMO-SRV01
\\DEMO-SRV01\FileServer\05_Commun\Evenements\Soiree_fin_annee_2025\IMG_4010.jpg,https://m365x71797824.sharepoint.com/sites/MigrationFileServer/Commun/Evenements/Soiree_fin_annee_2025/IMG_4010.jpg,IMG_4010.jpg,jpg,197444,Document,Migrated,MIGRATED,,,SRC-35642644,7edc7ca5-e307-8161-f5c4-75b04080f4aa,1,5a6a4821-1b4b-76d5-9a66-92d490a0aad5,1,6b0d549b-6f03-675a-1600-a35a099950d8,DEMO-SRV01
\\DEMO-SRV01\FileServer\05_Commun\Evenements\Soiree_fin_annee_2025\IMG_4011.jpg,https://m365x71797824.sharepoint.com/sites/MigrationFileServer/Commun/Evenements/Soiree_fin_annee_2025/IMG_4011.jpg,IMG_4011.jpg,jpg,111037,Document,Migrated,MIGRATED,,,SRC-8971536,3e30851d-1149-6151-f320-4836fac33aa5,1,5a6a4821-1b4b-76d5-9a66-92d490a0aad5,1,6b0d549b-6f03-675a-1600-a35a099950d8,DEMO-SRV01
\\DEMO-SRV01\FileServer\05_Commun\Evenements\Soiree_fin_annee_2025\IMG_4012.jpg,https://m365x71797824.sharepoint.com/sites/MigrationFileServer/Commun/Evenements/Soiree_fin_annee_2025/IMG_4012.jpg,IMG_4012.jpg,jpg,109340,Document,Migrated,MIGRATED,,,SRC-64704955,b7ed5f3e-acc6-e787-63c9-a0e3ad62558b,1,5a6a4821-1b4b-76d5-9a66-92d490a0aad5,1,6b0d549b-6f03-675a-1600-a35a099950d8,DEMO-SRV01
\\DEMO-SRV01\FileServer\05_Commun\Evenements\Soiree_fin_annee_2025\IMG_4013.jpg,https://m365x71797824.sharepoint.com/sites/MigrationFileServer/Commun/Evenements/Soiree_fin_annee_2025/IMG_4013.jpg,IMG_4013.jpg,jpg,194372,Document,Migrated,MIGRATED,,,SRC-26203709,4f24f882-69da-ce38-38ad-8f8f95b6c70f,1,5a6a4821-1b4b-76d5-9a66-92d490a0aad5,1,6b0d549b-6f03-675a-1600-a35a099950d8,DEMO-SRV01
\\DEMO-SRV01\FileServer\05_Commun\Evenements\Soiree_fin_annee_2025\IMG_4014.jpg,https://m365x71797824.sharepoint.com/sites/MigrationFileServer/Commun/Evenements/Soiree_fin_annee_2025/IMG_4014.jpg,IMG_4014.jpg,jpg,196962,Document,Migrated,MIGRATED,,,SRC-38726466,7c00f4ae-b636-d53e-e014-2b98660a83b7,1,5a6a4821-1b4b-76d5-9a66-92d490a0aad5,1,6b0d549b-6f03-675a-1600-a35a099950d8,DEMO-SRV01
\\DEMO-SRV01\FileServer\05_Commun\Evenements\Soiree_fin_annee_2025\IMG_4015.jpg,https://m365x71797824.sharepoint.com/sites/MigrationFileServer/Commun/Evenements/Soiree_fin_annee_2025/IMG_4015.jpg,IMG_4015.jpg,jpg,197022,Document,Migrated,MIGRATED,,,SRC-40445851,3e4edec5-de43-2e5e-caf2-161205bdbe37,1,5a6a4821-1b4b-76d5-9a66-92d490a0aad5,1,6b0d549b-6f03-675a-1600-a35a099950d8,DEMO-SRV01
\\DEMO-SRV01\FileServer\05_Commun\Evenements\Soiree_fin_annee_2025\IMG_4016.jpg,https://m365x71797824.sharepoint.com/sites/MigrationFileServer/Commun/Evenements/Soiree_fin_annee_2025/IMG_4016.jpg,IMG_4016.jpg,jpg,195189,Document,Migrated,MIGRATED,,,SRC-22145626,5bbfd7f6-2b80-28c4-2c68-5f5616642602,1,5a6a4821-1b4b-76d5-9a66-92d490a0aad5,1,6b0d549b-6f03-675a-1600-a35a099950d8,DEMO-SRV01
\\DEMO-SRV01\FileServer\05_Commun\Evenements\Soiree_fin_annee_2025\IMG_4017.jpg,https://m365x71797824.sharepoint.com/sites/MigrationFileServer/Commun/Evenements/Soiree_fin_annee_2025/IMG_4017.jpg,IMG_4017.jpg,jpg,111099,Document,Migrated,MIGRATED,,,SRC-99633672,f8b7555c-01f4-2572-2fc1-ec5d6106c064,1,5a6a4821-1b4b-76d5-9a66-92d490a0aad5,1,6b0d549b-6f03-675a-1600-a35a099950d8,DEMO-SRV01
\\DEMO-SRV01\FileServer\05_Commun\Modeles\Fichier_vide.txt,https://m365x71797824.sharepoint.com/sites/MigrationFileServer/Commun/Modeles/Fichier_vide.txt,Fichier_vide.txt,txt,0,Document,Migrated,MIGRATED,,,SRC-96466298,8fc0b1b6-6562-0481-4a6b-5b62e1de878c,1,5a6a4821-1b4b-76d5-9a66-92d490a0aad5,1,6b0d549b-6f03-675a-1600-a35a099950d8,DEMO-SRV01
\\DEMO-SRV01\FileServer\05_Commun\Modeles\Installer_modeles.bat,https://m365x71797824.sharepoint.com/sites/MigrationFileServer/Commun/Modeles/Installer_modeles.bat,Installer_modeles.bat,bat,36,Document,Migrated,MIGRATED,,,SRC-72159178,88a3df20-55c3-8305-1d69-311d5ce96511,1,5a6a4821-1b4b-76d5-9a66-92d490a0aad5,1,6b0d549b-6f03-675a-1600-a35a099950d8,DEMO-SRV01
\\DEMO-SRV01\FileServer\05_Commun\Modeles\Modele_compte_rendu.docx,https://m365x71797824.sharepoint.com/sites/MigrationFileServer/Commun/Modeles/Modele_compte_rendu.docx,Modele_compte_rendu.docx,docx,36726,Document,Migrated,MIGRATED,,,SRC-24760157,6737db90-55fc-410d-62b6-8280df19a228,1,5a6a4821-1b4b-76d5-9a66-92d490a0aad5,1,6b0d549b-6f03-675a-1600-a35a099950d8,DEMO-SRV01
\\DEMO-SRV01\FileServer\05_Commun\Modeles\Modele_courrier.docx,https://m365x71797824.sharepoint.com/sites/MigrationFileServer/Commun/Modeles/Modele_courrier.docx,Modele_courrier.docx,docx,36725,Document,Migrated,MIGRATED,,,SRC-57149854,1f8fe12c-f613-13f3-10c1-212ea6ba676b,1,5a6a4821-1b4b-76d5-9a66-92d490a0aad5,1,6b0d549b-6f03-675a-1600-a35a099950d8,DEMO-SRV01
\\DEMO-SRV01\FileServer\05_Commun\Modeles\Modele_devis.docx,https://m365x71797824.sharepoint.com/sites/MigrationFileServer/Commun/Modeles/Modele_devis.docx,Modele_devis.docx,docx,36722,Document,Migrated,MIGRATED,,,SRC-71116307,59eb5c10-e9b9-ff16-d369-48f66c1a58d1,1,5a6a4821-1b4b-76d5-9a66-92d490a0aad5,1,6b0d549b-6f03-675a-1600-a35a099950d8,DEMO-SRV01
\\DEMO-SRV01\FileServer\05_Commun\Modeles\Modele_facture.docx,https://m365x71797824.sharepoint.com/sites/MigrationFileServer/Commun/Modeles/Modele_facture.docx,Modele_facture.docx,docx,36724,Document,Migrated,MIGRATED,,,SRC-20504522,30f2300d-632a-42b9-3eb4-20db8dc88649,1,5a6a4821-1b4b-76d5-9a66-92d490a0aad5,1,6b0d549b-6f03-675a-1600-a35a099950d8,DEMO-SRV01
\\DEMO-SRV01\FileServer\05_Commun\Procedures\Intranet_ancien.aspx,https://m365x71797824.sharepoint.com/sites/MigrationFileServer/Commun/Procedures/Intranet_ancien.aspx,Intranet_ancien.aspx,aspx,76,Document,Failed,SCAN FILE FAILURE,The file type is blocked on the destination site,SIMUL-TYPE,SRC-2787893,,1,5a6a4821-1b4b-76d5-9a66-92d490a0aad5,1,6b0d549b-6f03-675a-1600-a35a099950d8,DEMO-SRV01
\\DEMO-SRV01\FileServer\05_Commun\Procedures\Note_liens_serveur.docx,https://m365x71797824.sharepoint.com/sites/MigrationFileServer/Commun/Procedures/Note_liens_serveur.docx,Note_liens_serveur.docx,docx,36901,Document,Migrated,MIGRATED,,,SRC-50768774,3cb77b2e-582f-c771-4899-2613778e384b,1,5a6a4821-1b4b-76d5-9a66-92d490a0aad5,1,6b0d549b-6f03-675a-1600-a35a099950d8,DEMO-SRV01
\\DEMO-SRV01\FileServer\05_Commun\Procedures\Procedure_accueil_nouvel_arrivant.pdf,https://m365x71797824.sharepoint.com/sites/MigrationFileServer/Commun/Procedures/Procedure_accueil_nouvel_arrivant.pdf,Procedure_accueil_nouvel_arrivant.pdf,pdf,1680,Document,Migrated,MIGRATED,,,SRC-80441865,aa0de399-4775-4001-08f0-3e7b6f81f00a,1,5a6a4821-1b4b-76d5-9a66-92d490a0aad5,1,6b0d549b-6f03-675a-1600-a35a099950d8,DEMO-SRV01
\\DEMO-SRV01\FileServer\05_Commun\Procedures\Procedure_achats.pdf,https://m365x71797824.sharepoint.com/sites/MigrationFileServer/Commun/Procedures/Procedure_achats.pdf,Procedure_achats.pdf,pdf,1668,Document,Migrated,MIGRATED,,,SRC-11609975,27e8a103-ce0c-0701-5767-5f8206790646,1,5a6a4821-1b4b-76d5-9a66-92d490a0aad5,1,6b0d549b-6f03-675a-1600-a35a099950d8,DEMO-SRV01
\\DEMO-SRV01\FileServer\05_Commun\Procedures\Procedure_gestion_incidents.pdf,https://m365x71797824.sharepoint.com/sites/MigrationFileServer/Commun/Procedures/Procedure_gestion_incidents.pdf,Procedure_gestion_incidents.pdf,pdf,1674,Document,Migrated,MIGRATED,,,SRC-72263690,17b6af7d-213e-d6d2-b4b3-f8643de695ed,1,5a6a4821-1b4b-76d5-9a66-92d490a0aad5,1,6b0d549b-6f03-675a-1600-a35a099950d8,DEMO-SRV01
\\DEMO-SRV01\FileServer\05_Commun\Procedures\Procedure_sauvegarde.pdf,https://m365x71797824.sharepoint.com/sites/MigrationFileServer/Commun/Procedures/Procedure_sauvegarde.pdf,Procedure_sauvegarde.pdf,pdf,1672,Document,Migrated,MIGRATED,,,SRC-5909029,d5c31443-8b7c-5a45-4508-f0a2324078b2,1,5a6a4821-1b4b-76d5-9a66-92d490a0aad5,1,6b0d549b-6f03-675a-1600-a35a099950d8,DEMO-SRV01
\\DEMO-SRV01\FileServer\05_Commun\Procedures\_vti_config_intranet.txt,https://m365x71797824.sharepoint.com/sites/MigrationFileServer/Commun/Procedures/_vti_config_intranet.txt,_vti_config_intranet.txt,txt,6,Document,Failed,SCAN FILE FAILURE,The item name contains characters or a pattern that is not allowed in SharePoint Online,SIMUL-NOM,SRC-97316868,,1,5a6a4821-1b4b-76d5-9a66-92d490a0aad5,1,6b0d549b-6f03-675a-1600-a35a099950d8,DEMO-SRV01
\\DEMO-SRV01\FileServer\05_Commun\forms\Formulaire_conges.txt,https://m365x71797824.sharepoint.com/sites/MigrationFileServer/Commun/forms/Formulaire_conges.txt,Formulaire_conges.txt,txt,18,Document,Failed,SCAN FILE FAILURE,The item name is not allowed in SharePoint Online,SIMUL-NOM,SRC-29170744,,1,5a6a4821-1b4b-76d5-9a66-92d490a0aad5,1,6b0d549b-6f03-675a-1600-a35a099950d8,DEMO-SRV01
